"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0K480","2019-08-14 09:00:00","56.000","190.000","2.000","30.400","0.720","997.700","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","26.100",""
"C0H890","2019-08-14 09:00:00","440.000","0.000","0.000","26.700","0.780","955.800","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","23.300",""
"C0S770","2019-08-14 09:00:00","375.000","117.000","0.500","29.800","0.750","961.700","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","23.300",""
"C0X230","2019-08-14 09:00:00","29.000","138.000","2.000","30.400","0.750","1002.300","-99.000","6.000","-99.000","-99.000","-99.000","30.400","","24.500",""
"C0B010","2019-08-14 09:00:00","38.000","238.000","5.900","30.300","0.700","995.700","-99.000","0.000","-99.000","-99.000","-99.000","30.300","","28.300",""
"C0R490","2019-08-14 09:00:00","49.000","322.000","0.300","26.800","0.910","999.000","-99.000","6.500","-99.000","-99.000","-99.000","26.900","","25.100",""
"C0V440","2019-08-14 09:00:00","27.000","120.000","0.800","26.300","0.920","1001.100","-99.000","22.500","-99.000","-99.000","-99.000","26.300","","25.000",""
"C0SA40","2019-08-14 09:00:00","200.000","359.000","0.600","30.800","0.650","980.800","-99.000","0.000","-99.000","-99.000","-99.000","30.800","","24.800",""
"C0Z280","2019-08-14 09:00:00","224.000","314.000","0.300","30.700","0.700","979.000","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","24.300",""
"C0Z070","2019-08-14 09:00:00","247.000","15.000","0.400","27.300","0.930","975.400","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","24.200",""
"C0T9N0","2019-08-14 09:00:00","261.000","37.000","0.900","30.000","0.640","974.100","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","24.300",""
"C0K470","2019-08-14 09:00:00","97.000","139.000","1.200","30.400","0.750","993.200","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","25.400",""
"C0V650","2019-08-14 09:00:00","28.000","64.000","1.500","25.700","1.000","1003.300","-99.000","38.000","-99.000","-99.000","-99.000","26.800","","25.400",""
"C0H9C0","2019-08-14 09:00:00","3402.000","315.000","1.100","9.800","1.000","674.800","-99.000","0.000","-99.000","-99.000","-99.000","9.800","","7.100",""
"C0U780","2019-08-14 09:00:00","15.000","74.000","1.100","30.800","0.690","1001.700","-99.000","0.000","-99.000","-99.000","-99.000","30.800","","26.200",""
"C0U760","2019-08-14 09:00:00","22.000","139.000","1.300","31.000","0.750","1001.900","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","25.000",""
"C0X290","2019-08-14 09:00:00","10.000","154.000","2.400","29.700","0.790","1003.100","-99.000","41.000","-99.000","-99.000","-99.000","29.700","","23.800",""
"C0R420","2019-08-14 09:00:00","504.000","318.000","3.100","23.400","-99.000","943.500","-99.000","1.500","-99.000","-99.000","-99.000","23.600","","22.300",""
"C0E830","2019-08-14 09:00:00","37.000","175.000","3.200","29.400","0.770","998.900","-99.000","1.000","-99.000","-99.000","-99.000","29.400","","27.100",""
"C0K330","2019-08-14 09:00:00","38.000","181.000","1.700","30.200","0.740","999.600","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","25.700",""
"C0M660","2019-08-14 09:00:00","40.000","181.000","2.600","30.100","0.730","1000.300","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","25.700",""
"C0D580","2019-08-14 09:00:00","120.000","319.000","0.300","-99.000","0.720","989.000","-99.000","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R640","2019-08-14 09:00:00","21.000","37.000","0.800","26.900","0.980","1003.000","-99.000","11.500","-99.000","-99.000","-99.000","28.000","","25.700",""
"C0E810","2019-08-14 09:00:00","53.000","176.000","2.000","29.800","0.760","997.600","-99.000","0.500","-99.000","-99.000","-99.000","29.800","","26.200",""
"C0G830","2019-08-14 09:00:00","27.000","136.000","1.800","28.800","0.900","999.600","-99.000","0.500","-99.000","-99.000","-99.000","28.800","","25.800",""
"C0A550","2019-08-14 09:00:00","422.000","274.000","0.800","27.900","0.810","957.600","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","21.800",""
"C0G750","2019-08-14 09:00:00","31.000","171.000","1.700","29.700","0.770","1001.500","-99.000","1.500","-99.000","-99.000","-99.000","29.700","","25.400",""
"C0Z270","2019-08-14 09:00:00","343.000","57.000","1.100","29.300","0.790","965.800","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","24.700",""
"C0UA30","2019-08-14 09:00:00","1397.000","94.000","2.000","24.300","0.730","855.300","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","19.500",""
"C0I080","2019-08-14 09:00:00","536.000","348.000","0.300","28.900","0.600","948.500","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","22.300",""
"C0UA00","2019-08-14 09:00:00","392.000","53.000","0.500","29.500","0.990","960.700","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","21.900",""
"C0AD40","2019-08-14 09:00:00","32.000","207.000","1.600","30.300","0.650","999.300","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","25.000",""
"C0S660","2019-08-14 09:00:00","794.000","38.000","1.300","27.300","0.610","918.200","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","20.000",""
"C0M640","2019-08-14 09:00:00","155.000","0.000","0.000","30.300","0.720","986.900","-99.000","2.000","-99.000","-99.000","-99.000","30.300","","25.000",""
"C0UA10","2019-08-14 09:00:00","1711.000","208.000","0.300","22.900","0.760","827.400","-99.000","0.000","-99.000","-99.000","-99.000","23.100","","15.000",""
"C0V770","2019-08-14 09:00:00","26.000","55.000","0.900","26.300","0.960","1001.700","-99.000","8.500","-99.000","-99.000","-99.000","27.000","","25.200",""
"C0E730","2019-08-14 09:00:00","26.000","209.000","0.800","32.600","0.590","998.600","-99.000","0.000","-99.000","-99.000","-99.000","32.600","","27.900",""
"C0V810","2019-08-14 09:00:00","32.000","110.000","1.400","26.700","0.970","999.900","-99.000","-99.000","-99.000","-99.000","-99.000","27.900","","24.500",""
"C0A9C0","2019-08-14 09:00:00","35.000","326.000","2.200","31.100","0.670","999.300","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","29.100",""
"C0X310","2019-08-14 09:00:00","9.000","129.000","2.000","29.100","0.840","1004.000","-99.000","81.500","-99.000","-99.000","-99.000","29.100","","24.300",""
"C0K280","2019-08-14 09:00:00","23.000","195.000","2.700","30.500","0.780","1003.700","-99.000","1.500","-99.000","-99.000","-99.000","30.500","","24.400",""
"C0M650","2019-08-14 09:00:00","20.000","159.000","1.600","29.900","0.760","1002.300","-99.000","12.000","-99.000","-99.000","-99.000","29.900","","23.500",""
"C0S910","2019-08-14 09:00:00","212.000","261.000","10.000","27.200","0.870","980.300","-99.000","0.000","15.800","253.000","","27.700","","25.900",""
"C0D570","2019-08-14 09:00:00","15.000","211.000","1.200","32.000","0.690","1001.300","-99.000","0.000","-99.000","-99.000","-99.000","32.000","","27.600",""
"C0M710","2019-08-14 09:00:00","15.000","148.000","2.900","29.100","0.800","1002.700","-99.000","40.000","-99.000","-99.000","-99.000","29.100","","23.300",""
"C0V490","2019-08-14 09:00:00","20.000","0.000","0.200","26.700","0.990","1002.600","-99.000","27.500","-99.000","-99.000","-99.000","28.200","","25.700",""
"C0E870","2019-08-14 09:00:00","34.000","224.000","4.500","31.000","0.620","1000.600","-99.000","0.000","-99.000","-99.000","-99.000","31.300","","27.600",""
"C0M800","2019-08-14 09:00:00","440.000","1.000","0.700","25.000","0.850","957.100","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","22.400",""
"C0A570","2019-08-14 09:00:00","360.000","0.000","0.000","28.800","0.690","963.600","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","21.500",""
"C0S790","2019-08-14 09:00:00","236.000","79.000","0.600","32.300","0.640","978.200","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","24.500",""
"C0D590","2019-08-14 09:00:00","143.000","224.000","2.000","29.400","0.780","987.800","-99.000","0.000","7.500","262.000","","29.400","","27.000",""
"C0U990","2019-08-14 09:00:00","31.000","151.000","0.800","31.000","0.700","1000.700","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","25.700",""
"C0A970","2019-08-14 09:00:00","96.000","198.000","2.600","30.800","0.720","992.900","-99.000","0.000","-99.000","-99.000","-99.000","30.800","","26.800",""
"CM0110","2019-08-14 09:00:00","7.000","140.000","0.700","28.300","0.800","1003.400","-99.000","1.500","-99.000","-99.000","-99.000","28.300","","25.800",""
"C0S940","2019-08-14 09:00:00","150.000","24.000","1.100","30.700","0.790","985.800","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","26.000",""
"C0X250","2019-08-14 09:00:00","33.000","164.000","1.300","31.100","0.700","1000.600","-99.000","5.000","-99.000","-99.000","-99.000","31.100","","25.300",""
"C0K520","2019-08-14 09:00:00","10.000","156.000","2.800","29.400","0.780","1002.100","-99.000","1.500","-99.000","-99.000","-99.000","29.400","","24.800",""
"C0Z200","2019-08-14 09:00:00","153.000","87.000","0.900","30.300","0.700","987.100","-99.000","0.000","-99.000","-99.000","-99.000","30.300","","24.100",""
"C0V740","2019-08-14 09:00:00","60.000","11.000","1.800","26.700","0.890","999.000","-99.000","8.000","-99.000","-99.000","-99.000","26.700","","24.800",""
"C0V790","2019-08-14 09:00:00","410.000","15.000","1.900","24.000","0.970","959.200","-99.000","21.000","-99.000","-99.000","-99.000","24.000","","22.700",""
"C0G860","2019-08-14 09:00:00","45.000","170.000","1.900","31.700","0.660","997.700","-99.000","2.000","-99.000","-99.000","-99.000","31.700","","26.400",""
"C0F0A0","2019-08-14 09:00:00","3587.000","194.000","3.600","8.200","0.990","662.100","-99.000","0.000","9.300","166.000","","9.500","","7.200",""
"C0A560","2019-08-14 09:00:00","405.000","0.000","0.000","28.800","0.760","957.300","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","19.900",""
"C0X190","2019-08-14 09:00:00","10.000","147.000","1.000","28.900","0.990","1003.000","-99.000","7.500","-99.000","-99.000","-99.000","28.900","","25.000",""
"C0S950","2019-08-14 09:00:00","415.000","87.000","0.500","30.000","0.750","956.700","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","23.300",""
"C0A880","2019-08-14 09:00:00","6.000","317.000","1.200","30.900","0.700","1000.400","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","24.300",""
"C0I530","2019-08-14 09:00:00","3014.000","224.000","5.800","10.200","1.000","699.600","-99.000","0.000","-99.000","-99.000","-99.000","10.200","","7.800",""
"C0M670","2019-08-14 09:00:00","43.000","173.000","1.400","31.400","0.700","998.900","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","25.900",""
"C0Z061","2019-08-14 09:00:00","174.000","339.000","1.400","30.000","0.720","986.400","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","24.900",""
"C0M730","2019-08-14 09:00:00","40.000","153.000","0.800","31.100","0.790","999.100","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","25.800",""
"C0U750","2019-08-14 09:00:00","398.000","191.000","1.700","25.500","0.920","959.500","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","24.500",""
"C0A650","2019-08-14 09:00:00","287.000","240.000","3.300","28.400","0.780","971.000","-99.000","0.000","10.400","156.000","","28.400","","22.700",""
"C0K400","2019-08-14 09:00:00","65.000","196.000","2.500","30.400","0.760","997.400","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","26.000",""
"C0I370","2019-08-14 09:00:00","671.000","97.000","0.600","25.800","0.780","932.500","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","22.200",""
"C0S750","2019-08-14 09:00:00","2280.000","276.000","0.900","17.800","0.710","770.300","-99.000","0.000","-99.000","-99.000","-99.000","18.800","","13.100",""
"C0R650","2019-08-14 09:00:00","29.000","275.000","1.400","27.300","0.990","1003.200","-99.000","1.000","-99.000","-99.000","-99.000","27.300","","25.800",""
"C0E740","2019-08-14 09:00:00","27.000","241.000","1.900","31.400","0.680","999.300","-99.000","0.000","7.500","237.000","","31.400","","27.100",""
"C0AI20","2019-08-14 09:00:00","25.000","259.000","5.600","29.900","0.800","999.600","-99.000","0.000","10.800","260.000","","30.000","","27.900",""
"C0E550","2019-08-14 09:00:00","84.000","200.000","3.000","30.700","0.660","994.600","-99.000","0.000","9.700","238.000","","30.900","","26.800",""
"C0X060","2019-08-14 09:00:00","19.000","151.000","2.100","30.700","0.750","1003.800","-99.000","4.000","-99.000","-99.000","-99.000","30.700","","24.600",""
"C0R510","2019-08-14 09:00:00","31.000","292.000","1.000","27.100","0.910","1001.900","-99.000","6.500","-99.000","-99.000","-99.000","27.600","","26.000",""
"C0AC60","2019-08-14 09:00:00","55.000","226.000","1.800","30.200","0.670","996.600","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","25.100",""
"C0UA70","2019-08-14 09:00:00","547.000","0.000","0.200","28.700","0.770","943.900","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","22.800",""
"C0G740","2019-08-14 09:00:00","24.000","154.000","3.900","29.500","0.770","1001.600","-99.000","1.500","-99.000","-99.000","-99.000","29.500","","25.300",""
"C0F9N0","2019-08-14 09:00:00","75.000","83.000","1.200","29.500","0.770","996.100","-99.000","2.500","-99.000","-99.000","-99.000","29.500","","26.400",""
"C0F9T0","2019-08-14 09:00:00","111.000","186.000","1.100","28.000","0.840","991.600","-99.000","17.000","-99.000","-99.000","-99.000","28.500","","25.800",""
"C0S710","2019-08-14 09:00:00","382.000","27.000","1.100","27.800","0.690","961.900","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","23.400",""
"C0M680","2019-08-14 09:00:00","37.000","163.000","2.000","30.000","0.770","1001.700","-99.000","3.000","-99.000","-99.000","-99.000","30.000","","25.000",""
"C0X220","2019-08-14 09:00:00","26.000","319.000","2.500","29.300","0.770","1001.300","-99.000","27.000","-99.000","-99.000","-99.000","29.300","","24.200",""
"C0R560","2019-08-14 09:00:00","22.000","341.000","1.200","26.400","0.940","1002.700","-99.000","18.000","-99.000","-99.000","-99.000","27.200","","25.500",""
"C0F9P0","2019-08-14 09:00:00","26.000","185.000","2.800","28.600","0.830","1001.100","-99.000","1.500","-99.000","-99.000","-99.000","28.700","","26.800",""
"C0F0B0","2019-08-14 09:00:00","311.000","199.000","1.600","28.000","0.760","969.700","-99.000","4.000","-99.000","-99.000","-99.000","28.200","","24.300",""
"C0R620","2019-08-14 09:00:00","34.000","292.000","2.700","27.600","0.900","1000.800","-99.000","5.500","-99.000","-99.000","-99.000","28.200","","25.800",""
"C0C660","2019-08-14 09:00:00","176.000","235.000","2.600","30.600","0.680","983.400","-99.000","0.000","9.900","220.000","","30.600","","26.000",""
"C0SA10","2019-08-14 09:00:00","411.000","127.000","0.300","30.600","0.680","958.100","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","24.600",""
"C0M740","2019-08-14 09:00:00","15.000","152.000","2.300","-99.000","-99.000","1001.800","-99.000","3.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"C0K460","2019-08-14 09:00:00","60.000","187.000","2.900","30.300","0.720","996.600","-99.000","0.000","-99.000","-99.000","-99.000","30.300","","25.800",""
"C0X100","2019-08-14 09:00:00","10.000","143.000","2.700","29.200","0.810","1001.700","-99.000","4.000","-99.000","-99.000","-99.000","29.300","","25.600",""
"C0K560","2019-08-14 09:00:00","117.000","220.000","0.600","30.500","0.700","991.800","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","25.100",""
"C0R150","2019-08-14 09:00:00","105.000","110.000","1.100","27.600","0.990","991.900","-99.000","17.500","-99.000","-99.000","-99.000","27.700","","24.500",""
"C0S690","2019-08-14 09:00:00","522.000","28.000","1.400","31.000","0.690","945.700","-99.000","0.000","-99.000","-99.000","-99.000","34.200","","23.700",""
"C0U870","2019-08-14 09:00:00","474.000","124.000","1.100","28.400","0.780","952.000","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","23.900",""
"C0A520","2019-08-14 09:00:00","48.000","233.000","1.300","30.800","0.660","997.800","-99.000","0.000","-99.000","-99.000","-99.000","30.800","","25.800",""
"C0X130","2019-08-14 09:00:00","27.000","126.000","1.800","31.200","0.880","1001.300","-99.000","2.000","-99.000","-99.000","-99.000","31.200","","26.100",""
"C0V400","2019-08-14 09:00:00","56.000","59.000","1.400","26.800","0.920","997.800","-99.000","5.000","-99.000","-99.000","-99.000","27.500","","25.300",""
"C0UA40","2019-08-14 09:00:00","1121.000","36.000","1.300","24.500","0.870","883.300","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","20.500",""
"C0G720","2019-08-14 09:00:00","50.000","149.000","1.900","29.200","0.780","998.100","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","26.000",""
"C0G890","2019-08-14 09:00:00","24.000","153.000","1.300","28.900","0.980","1000.900","-99.000","1.500","-99.000","-99.000","-99.000","28.900","","26.200",""
"C0I540","2019-08-14 09:00:00","3344.000","279.000","7.500","9.000","1.000","681.300","-99.000","-99.000","-99.000","-99.000","-99.000","9.000","","6.200",""
"C0K390","2019-08-14 09:00:00","31.000","178.000","3.200","30.100","0.740","1000.700","-99.000","0.500","-99.000","-99.000","-99.000","30.100","","25.600",""
"C0T9A0","2019-08-14 09:00:00","498.000","0.000","0.200","28.100","0.860","949.000","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","23.800",""
"C0AH40","2019-08-14 09:00:00","426.000","277.000","2.200","28.400","-99.000","956.300","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","26.200",""
"C0X280","2019-08-14 09:00:00","22.000","161.000","0.800","29.900","0.800","1002.200","-99.000","52.000","-99.000","-99.000","-99.000","29.900","","24.300",""
"C0V620","2019-08-14 09:00:00","18.000","98.000","1.300","25.400","0.990","1002.600","-99.000","36.000","-99.000","-99.000","-99.000","27.400","","25.300",""
"C0Z250","2019-08-14 09:00:00","1124.000","0.000","0.000","28.800","0.720","883.600","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","19.500",""
"C0K440","2019-08-14 09:00:00","35.000","165.000","3.600","30.200","0.740","1000.400","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","25.700",""
"C0T900","2019-08-14 09:00:00","160.000","150.000","0.600","31.500","0.600","984.100","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","25.100",""
"C0F9V0","2019-08-14 09:00:00","525.000","182.000","2.300","25.400","0.870","947.700","-99.000","4.500","-99.000","-99.000","-99.000","25.400","","23.100",""
"C0UA20","2019-08-14 09:00:00","2619.000","214.000","4.300","12.900","0.980","735.100","-99.000","0.000","-99.000","-99.000","-99.000","12.900","","10.000",""
"C0M850","2019-08-14 09:00:00","695.000","75.000","0.500","22.400","0.990","928.500","-99.000","3.000","-99.000","-99.000","-99.000","23.000","","21.400",""
"C0G790","2019-08-14 09:00:00","27.000","0.000","0.100","29.300","0.890","1002.800","-99.000","2.500","-99.000","-99.000","-99.000","29.300","","26.600",""
"C0C620","2019-08-14 09:00:00","19.000","247.000","3.400","31.000","0.700","999.500","-99.000","0.000","8.700","253.000","","31.000","","26.400",""
"C0I360","2019-08-14 09:00:00","300.000","271.000","0.600","28.400","0.720","970.400","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","24.700",""
"C0R370","2019-08-14 09:00:00","55.000","305.000","0.400","26.300","-99.000","998.900","-99.000","11.500","-99.000","-99.000","-99.000","26.400","","24.300",""
"C0M810","2019-08-14 09:00:00","1354.000","345.000","0.500","21.500","0.910","861.400","-99.000","0.500","-99.000","-99.000","-99.000","21.500","","18.300",""
"C0AC80","2019-08-14 09:00:00","40.000","243.000","0.800","31.200","0.640","998.200","-99.000","0.000","-99.000","-99.000","-99.000","31.200","","24.900",""
"CM0140","2019-08-14 09:00:00","26.000","117.000","0.800","31.300","0.710","1000.500","-99.000","0.000","-99.000","-99.000","-99.000","31.300","","27.500",""
"C0SA20","2019-08-14 09:00:00","857.000","29.000","0.700","26.900","0.770","910.800","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","23.300",""
"C0K490","2019-08-14 09:00:00","91.000","229.000","1.300","30.100","0.710","993.800","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","25.500",""
"C0V820","2019-08-14 09:00:00","441.000","346.000","1.600","25.800","0.890","958.300","-99.000","3.000","-99.000","-99.000","-99.000","25.800","","22.400",""
"C0S810","2019-08-14 09:00:00","65.000","46.000","1.300","33.400","0.670","997.800","-99.000","0.000","-99.000","-99.000","-99.000","33.400","","25.500",""
"C0R580","2019-08-14 09:00:00","10.000","355.000","1.600","26.800","1.000","1003.400","-99.000","14.500","-99.000","-99.000","-99.000","26.800","","25.200",""
"C0Z330","2019-08-14 09:00:00","488.000","303.000","0.700","30.000","0.700","951.000","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","23.500",""
"C0E590","2019-08-14 09:00:00","40.000","190.000","4.600","29.700","0.760","998.000","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","26.400",""
"C0D540","2019-08-14 09:00:00","227.000","159.000","0.600","30.000","0.660","978.700","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","22.400",""
"C0K420","2019-08-14 09:00:00","42.000","210.000","2.200","30.000","0.720","999.400","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","25.900",""
"C0Z180","2019-08-14 09:00:00","34.000","78.000","1.700","30.600","0.650","999.400","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","26.400",""
"C0AD10","2019-08-14 09:00:00","27.000","249.000","3.700","30.700","0.670","999.600","-99.000","0.000","9.500","230.000","","30.700","","28.400",""
"C0M720","2019-08-14 09:00:00","225.000","119.000","1.000","30.000","0.700","979.300","-99.000","9.000","-99.000","-99.000","-99.000","30.000","","23.500",""
"C0V450","2019-08-14 09:00:00","51.000","48.000","0.600","25.600","0.970","998.700","-99.000","15.500","-99.000","-99.000","-99.000","26.600","","24.900",""
"C0R280","2019-08-14 09:00:00","242.000","263.000","1.600","26.100","-99.000","976.600","-99.000","4.500","-99.000","-99.000","-99.000","27.200","","24.000",""
"C0E610","2019-08-14 09:00:00","850.000","239.000","1.000","25.100","0.750","912.700","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","21.600",""
"C0V610","2019-08-14 09:00:00","22.000","48.000","0.900","26.300","0.950","1002.000","-99.000","35.500","-99.000","-99.000","-99.000","27.000","","25.300",""
"C0Z310","2019-08-14 09:00:00","59.000","181.000","1.100","30.700","0.800","997.300","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","25.900",""
"C0S700","2019-08-14 09:00:00","507.000","0.000","0.100","27.900","0.740","948.600","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","23.100",""
"C0T9G0","2019-08-14 09:00:00","605.000","58.000","0.800","28.100","0.770","939.400","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","23.600",""
"C0U520","2019-08-14 09:00:00","517.000","39.000","0.500","28.900","0.980","949.000","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","22.000",""
"C0E750","2019-08-14 09:00:00","62.000","210.000","4.400","31.100","0.620","995.300","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","26.900",""
"C0R400","2019-08-14 09:00:00","15.000","325.000","0.300","27.200","-99.000","1003.000","-99.000","12.000","-99.000","-99.000","-99.000","27.400","","24.900",""
"C0G660","2019-08-14 09:00:00","27.000","140.000","1.500","28.800","0.850","1002.000","-99.000","1.500","-99.000","-99.000","-99.000","28.800","","25.700",""
"C0W140","2019-08-14 09:00:00","21.000","195.000","2.500","29.300","0.850","1001.000","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","27.300",""
"C0U720","2019-08-14 09:00:00","1260.000","69.000","2.700","24.500","0.740","880.800","-99.000","0.000","7.900","33.000","","25.800","","20.300",""
"C0X150","2019-08-14 09:00:00","18.000","147.000","1.600","29.200","1.000","1003.700","-99.000","9.000","-99.000","-99.000","-99.000","29.300","","25.600",""
"C0Z050","2019-08-14 09:00:00","830.000","0.000","0.200","27.000","0.680","915.200","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","20.900",""
"C0I490","2019-08-14 09:00:00","1601.000","13.000","0.300","20.900","0.980","837.800","-99.000","0.000","-99.000","-99.000","-99.000","20.900","","16.900",""
"C0I090","2019-08-14 09:00:00","910.000","335.000","0.400","24.400","0.880","907.300","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","21.800",""
"C0X240","2019-08-14 09:00:00","394.000","0.000","0.000","27.900","0.850","961.900","-99.000","10.500","-99.000","-99.000","-99.000","27.900","","23.300",""
"C0S990","2019-08-14 09:00:00","409.000","242.000","1.900","27.900","0.750","958.800","-99.000","1.000","7.800","249.000","","29.300","","25.100",""
"C0E850","2019-08-14 09:00:00","104.000","248.000","2.300","31.000","0.640","990.700","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","24.600",""
"C0T9B0","2019-08-14 09:00:00","558.000","121.000","1.300","28.100","0.740","943.600","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","23.900",""
"C0G650","2019-08-14 09:00:00","34.000","172.000","1.500","30.200","0.990","1000.000","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","26.200",""
"C0K580","2019-08-14 09:00:00","26.000","179.000","2.500","30.500","0.730","1002.200","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","25.800",""
"C0X050","2019-08-14 09:00:00","25.000","206.000","1.000","31.000","0.700","1000.500","-99.000","3.000","-99.000","-99.000","-99.000","31.200","","25.200",""
"CM0100","2019-08-14 09:00:00","25.000","238.000","3.400","31.000","0.660","1000.000","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","27.000",""
"C0AC70","2019-08-14 09:00:00","71.000","245.000","1.500","31.200","0.630","995.100","-99.000","0.000","-99.000","-99.000","-99.000","31.200","","26.500",""
"CM0130","2019-08-14 09:00:00","11.000","136.000","3.300","29.000","0.770","1003.800","-99.000","48.000","-99.000","-99.000","-99.000","29.000","","25.400",""
"C0W110","2019-08-14 09:00:00","16.000","198.000","5.000","-99.000","-99.000","1000.900","-99.000","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0X120","2019-08-14 09:00:00","28.000","152.000","2.500","29.700","0.990","-99.000","-99.000","2.000","-99.000","-99.000","-99.000","29.700","","25.300",""
"C0R100","2019-08-14 09:00:00","1006.000","51.000","0.800","22.200","0.990","897.700","-99.000","33.500","-99.000","-99.000","-99.000","22.200","","20.000",""
"C0C700","2019-08-14 09:00:00","151.000","274.000","3.500","30.500","0.660","986.400","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","26.100",""
"C0W130","2019-08-14 09:00:00","18.000","165.000","3.900","27.200","0.920","1000.500","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","26.500",""
"C0F9R0","2019-08-14 09:00:00","20.000","175.000","1.400","28.300","1.000","1002.300","-99.000","1.500","6.900","187.000","","28.300","","25.800",""
"C0V660","2019-08-14 09:00:00","25.000","37.000","0.500","26.200","0.990","1002.900","-99.000","18.000","-99.000","-99.000","-99.000","27.400","","25.500",""
"C0G780","2019-08-14 09:00:00","27.000","160.000","2.200","28.700","0.820","1001.000","-99.000","2.500","-99.000","-99.000","-99.000","28.700","","26.300",""
"C0C590","2019-08-14 09:00:00","72.000","228.000","3.800","30.500","0.710","993.900","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","27.200",""
"C0I520","2019-08-14 09:00:00","3860.000","-99.000","-99.000","6.600","0.760","640.400","-99.000","-99.000","-99.000","-99.000","-99.000","6.600","","5.300",""
"C0E530","2019-08-14 09:00:00","341.000","196.000","1.500","26.600","0.840","965.600","-99.000","5.500","-99.000","-99.000","-99.000","26.900","","23.600",""
