"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0X190","2019-08-14 03:00:00","10.000","228.000","2.800","25.000","0.990","1002.200","-99.000","5.500","10.900","234.000","","27.500","","25.000",""
"C0S950","2019-08-14 03:00:00","415.000","230.000","1.800","24.200","0.990","955.700","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","23.800",""
"C0I370","2019-08-14 03:00:00","671.000","206.000","0.300","22.700","0.960","931.000","-99.000","0.000","-99.000","-99.000","-99.000","23.400","","22.700",""
"C0S750","2019-08-14 03:00:00","2280.000","317.000","0.600","16.100","0.630","769.300","-99.000","0.000","-99.000","-99.000","-99.000","16.100","","13.100",""
"C0R650","2019-08-14 03:00:00","29.000","94.000","1.500","25.800","0.990","1002.000","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","25.800",""
"C0E740","2019-08-14 03:00:00","27.000","236.000","1.800","27.900","0.830","998.100","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","27.900",""
"C0AI20","2019-08-14 03:00:00","25.000","230.000","2.400","28.100","0.930","998.800","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","28.000",""
"C0E550","2019-08-14 03:00:00","84.000","276.000","3.300","27.200","0.860","993.200","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","27.200",""
"C0X060","2019-08-14 03:00:00","19.000","188.000","1.900","26.200","0.920","1003.100","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","26.100",""
"C0R510","2019-08-14 03:00:00","31.000","95.000","0.600","26.200","0.960","1000.600","-99.000","1.000","-99.000","-99.000","-99.000","27.600","","26.200",""
"C0AC60","2019-08-14 03:00:00","55.000","169.000","0.700","25.600","0.880","996.000","-99.000","0.000","-99.000","-99.000","-99.000","26.300","","25.500",""
"C0UA70","2019-08-14 03:00:00","547.000","316.000","3.000","24.300","0.980","942.900","-99.000","0.000","-99.000","-99.000","-99.000","24.400","","23.800",""
"C0G740","2019-08-14 03:00:00","24.000","150.000","1.600","26.500","0.890","1000.300","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","26.500",""
"C0F9N0","2019-08-14 03:00:00","75.000","114.000","1.400","27.600","0.840","994.400","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","27.600",""
"C0F9T0","2019-08-14 03:00:00","111.000","166.000","0.500","28.300","0.770","990.200","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","28.100",""
"C0S710","2019-08-14 03:00:00","382.000","51.000","0.500","23.900","0.970","960.800","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","23.900",""
"C0M680","2019-08-14 03:00:00","37.000","173.000","0.700","26.500","0.910","1000.600","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","26.500",""
"C0X220","2019-08-14 03:00:00","26.000","321.000","2.100","25.500","0.950","1000.500","-99.000","3.000","-99.000","-99.000","-99.000","26.600","","25.400",""
"C0F9P0","2019-08-14 03:00:00","26.000","225.000","1.700","28.200","0.840","999.900","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","28.200",""
"C0O970","2019-08-14 03:00:00","71.000","218.000","1.700","25.000","1.000","996.300","-99.000","11.500","-99.000","-99.000","-99.000","25.400","","24.700",""
"C0F0B0","2019-08-14 03:00:00","311.000","217.000","1.200","26.800","0.790","968.400","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","26.800",""
"C0R620","2019-08-14 03:00:00","34.000","282.000","2.700","26.200","0.950","999.200","-99.000","1.500","-99.000","-99.000","-99.000","27.600","","26.100",""
"C0C660","2019-08-14 03:00:00","176.000","208.000","0.300","26.100","0.850","982.600","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","26.000",""
"C0SA10","2019-08-14 03:00:00","411.000","254.000","0.500","25.500","0.870","956.900","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","25.300",""
"C0M740","2019-08-14 03:00:00","15.000","176.000","1.400","-99.000","-99.000","1000.800","-99.000","0.500","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"C0K460","2019-08-14 03:00:00","60.000","191.000","1.500","27.600","0.790","995.500","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","27.200",""
"C0X100","2019-08-14 03:00:00","10.000","239.000","2.400","26.600","0.960","1000.900","-99.000","1.500","8.400","243.000","","28.100","","26.600",""
"C0K560","2019-08-14 03:00:00","117.000","117.000","0.400","25.400","0.890","990.700","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","25.100",""
"C0R150","2019-08-14 03:00:00","105.000","123.000","0.600","25.100","0.990","991.100","-99.000","16.000","-99.000","-99.000","-99.000","26.700","","25.000",""
"C0S690","2019-08-14 03:00:00","522.000","27.000","1.300","24.000","0.900","944.300","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","24.000",""
"C0U870","2019-08-14 03:00:00","474.000","80.000","0.400","24.400","0.900","950.700","-99.000","0.000","-99.000","-99.000","-99.000","24.800","","24.300",""
"C0A520","2019-08-14 03:00:00","48.000","0.000","0.000","26.500","0.860","997.100","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","26.500",""
"C0X130","2019-08-14 03:00:00","27.000","195.000","2.800","27.000","1.000","1000.500","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","26.700",""
"C0V400","2019-08-14 03:00:00","56.000","58.000","0.400","25.700","0.960","996.800","-99.000","2.000","-99.000","-99.000","-99.000","26.600","","25.700",""
"C0UA40","2019-08-14 03:00:00","1121.000","201.000","2.200","20.900","0.930","882.100","-99.000","0.000","-99.000","-99.000","-99.000","21.500","","20.800",""
"C0G720","2019-08-14 03:00:00","50.000","133.000","1.500","26.600","0.900","996.900","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.400",""
"C0G890","2019-08-14 03:00:00","24.000","167.000","2.100","27.900","0.980","999.600","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","27.900",""
"C0I540","2019-08-14 03:00:00","3344.000","282.000","4.500","7.700","0.860","680.400","-99.000","-99.000","-99.000","-99.000","-99.000","8.200","","6.900",""
"C0K390","2019-08-14 03:00:00","31.000","178.000","1.800","27.300","0.830","999.500","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","26.900",""
"C0T9A0","2019-08-14 03:00:00","498.000","218.000","0.500","24.300","0.990","947.800","-99.000","0.000","-99.000","-99.000","-99.000","24.700","","24.300",""
"C0AH40","2019-08-14 03:00:00","426.000","303.000","2.000","26.500","-99.000","955.400","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","26.400",""
"C0X280","2019-08-14 03:00:00","22.000","179.000","2.200","25.900","0.990","1001.400","-99.000","3.500","-99.000","-99.000","-99.000","26.800","","25.900",""
"C0V620","2019-08-14 03:00:00","18.000","299.000","2.200","26.000","0.940","1001.600","-99.000","1.000","-99.000","-99.000","-99.000","27.400","","25.900",""
"C0H960","2019-08-14 03:00:00","120.000","187.000","2.900","26.500","1.000","988.000","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","26.500",""
"C0M530","2019-08-14 03:00:00","1385.000","0.000","0.000","18.700","0.970","862.700","-99.000","0.000","-99.000","-99.000","-99.000","20.100","","18.600",""
"C0R170","2019-08-14 03:00:00","26.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0I420","2019-08-14 03:00:00","305.000","22.000","0.500","24.000","0.970","969.600","-99.000","0.000","-99.000","-99.000","-99.000","24.800","","24.000",""
"C0A930","2019-08-14 03:00:00","216.000","215.000","2.300","28.100","0.780","976.100","-99.000","0.000","8.800","268.000","","29.200","","27.500",""
"C0F9M0","2019-08-14 03:00:00","230.000","169.000","1.000","27.000","0.760","977.100","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","26.700",""
"C0AC40","2019-08-14 03:00:00","1079.000","258.000","9.600","21.100","0.990","885.800","-99.000","0.000","17.100","253.000","","21.500","","20.900",""
"C0AI00","2019-08-14 03:00:00","188.000","0.000","0.000","26.800","0.840","981.200","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.500",""
"C0T9M0","2019-08-14 03:00:00","92.000","293.000","1.800","27.000","0.900","992.600","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","26.600",""
"C0K430","2019-08-14 03:00:00","30.000","161.000","2.300","26.700","0.880","1000.400","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","26.600",""
"C0Z170","2019-08-14 03:00:00","199.000","273.000","0.500","25.900","0.880","981.400","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","25.800",""
"C0Z100","2019-08-14 03:00:00","36.000","250.000","0.400","26.100","0.930","999.400","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","25.900",""
"C0U710","2019-08-14 03:00:00","1942.000","256.000","0.600","16.000","0.790","802.900","-99.000","0.000","-99.000","-99.000","-99.000","16.700","","15.700",""
"C0SA30","2019-08-14 03:00:00","92.000","274.000","1.500","28.100","0.730","992.200","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","27.000",""
"C0V500","2019-08-14 03:00:00","6.000","0.000","0.100","25.500","0.990","1001.500","-99.000","16.500","-99.000","-99.000","-99.000","27.800","","25.200",""
"CM0160","2019-08-14 03:00:00","196.000","214.000","0.400","25.100","0.930","986.400","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","25.100",""
"C0V350","2019-08-14 03:00:00","36.000","49.000","0.500","25.800","0.940","1000.900","-99.000","0.500","-99.000","-99.000","-99.000","26.500","","25.800",""
"C0W120","2019-08-14 03:00:00","58.000","197.000","6.600","26.100","0.990","996.100","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","26.000",""
"C0R470","2019-08-14 03:00:00","103.000","352.000","2.200","24.800","0.990","993.200","-99.000","16.000","-99.000","-99.000","-99.000","27.000","","24.800",""
"C0M770","2019-08-14 03:00:00","164.000","147.000","1.200","27.000","0.850","984.400","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","26.200",""
"C0S930","2019-08-14 03:00:00","248.000","256.000","1.000","25.900","0.770","974.800","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","25.300",""
"C0A9B0","2019-08-14 03:00:00","7.000","0.000","0.000","29.500","0.730","1000.800","-99.000","0.000","-99.000","-99.000","-99.000","29.900","","29.500",""
"C0F9Y0","2019-08-14 03:00:00","3313.000","237.000","2.700","9.400","0.630","683.500","-99.000","0.000","-99.000","-99.000","-99.000","9.800","","9.000",""
"C0A950","2019-08-14 03:00:00","60.000","267.000","5.200","28.500","0.780","995.300","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","28.300",""
"C0R160","2019-08-14 03:00:00","45.000","24.000","1.700","25.700","0.990","998.200","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","25.500",""
"C0F9S0","2019-08-14 03:00:00","43.000","193.000","1.300","27.200","0.870","997.900","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","27.200",""
"C0M820","2019-08-14 03:00:00","980.000","47.000","1.400","20.200","0.880","899.200","-99.000","0.000","-99.000","-99.000","-99.000","20.500","","20.000",""
"C0G870","2019-08-14 03:00:00","12.000","172.000","0.900","26.400","0.960","1002.000","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","26.400",""
"C0R530","2019-08-14 03:00:00","16.000","32.000","1.700","24.800","0.990","1001.500","-99.000","4.000","-99.000","-99.000","-99.000","26.500","","24.800",""
"C0O840","2019-08-14 03:00:00","134.000","85.000","0.900","25.400","1.000","987.600","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","25.400",""
"C0A890","2019-08-14 03:00:00","40.000","0.000","0.000","24.500","0.970","997.000","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","24.500",""
"C0A660","2019-08-14 03:00:00","97.000","0.000","0.000","26.400","1.000","990.700","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","26.100",""
"C0T9H0","2019-08-14 03:00:00","725.000","229.000","2.000","24.200","0.910","924.000","-99.000","0.000","-99.000","-99.000","-99.000","24.700","","24.000",""
"C0R270","2019-08-14 03:00:00","51.000","341.000","1.100","24.700","1.000","996.200","-99.000","2.500","-99.000","-99.000","-99.000","26.000","","24.100",""
"C0O980","2019-08-14 03:00:00","18.000","189.000","0.800","25.800","0.990","1002.700","-99.000","0.500","-99.000","-99.000","-99.000","26.200","","25.800",""
"C0T9I0","2019-08-14 03:00:00","152.000","203.000","0.900","26.300","0.870","985.800","-99.000","0.000","-99.000","-99.000","-99.000","26.300","","25.500",""
"C0V760","2019-08-14 03:00:00","30.000","44.000","0.900","26.000","0.920","1000.900","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","25.800",""
"C0AG90","2019-08-14 03:00:00","25.000","112.000","1.800","27.500","0.780","1000.100","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","27.500",""
"C0R570","2019-08-14 03:00:00","37.000","32.000","1.500","26.000","1.000","998.600","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","26.000",""
"C0O900","2019-08-14 03:00:00","9.000","177.000","3.300","26.000","0.990","1002.700","-99.000","6.000","-99.000","-99.000","-99.000","26.500","","26.000",""
"C0AD00","2019-08-14 03:00:00","86.000","186.000","2.500","28.900","0.810","992.900","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","28.700",""
"C0V700","2019-08-14 03:00:00","24.000","59.000","1.000","26.300","0.910","999.900","-99.000","9.000","-99.000","-99.000","-99.000","28.300","","25.500",""
"C0X080","2019-08-14 03:00:00","2.000","191.000","3.600","26.100","0.980","1003.300","-99.000","1.500","-99.000","-99.000","-99.000","26.800","","26.000",""
"CM0150","2019-08-14 03:00:00","11.000","346.000","0.700","26.600","0.820","1000.300","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","26.600",""
"C0I480","2019-08-14 03:00:00","2165.000","0.000","0.200","14.200","0.990","784.500","-99.000","0.000","-99.000","-99.000","-99.000","14.400","","13.100",""
"C0U940","2019-08-14 03:00:00","25.000","275.000","0.500","26.000","0.920","999.900","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.000",""
"C0S970","2019-08-14 03:00:00","19.000","302.000","1.100","26.500","0.890","998.800","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.500",""
"C0V260","2019-08-14 03:00:00","126.000","223.000","1.600","25.000","0.980","990.200","-99.000","3.000","-99.000","-99.000","-99.000","25.600","","24.800",""
"C0H990","2019-08-14 03:00:00","3076.000","234.000","2.500","7.900","0.980","703.000","-99.000","0.000","-99.000","-99.000","-99.000","9.700","","7.900",""
"C0F9K0","2019-08-14 03:00:00","30.000","174.000","1.600","28.000","0.810","997.600","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","28.000",""
"C0AH90","2019-08-14 03:00:00","660.000","0.000","0.100","20.400","0.990","932.900","-99.000","0.000","-99.000","-99.000","-99.000","21.700","","20.200",""
"C0W150","2019-08-14 03:00:00","42.000","0.000","0.000","28.300","0.960","997.400","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","28.100",""
"C0F000","2019-08-14 03:00:00","273.000","173.000","0.300","25.500","1.000","971.000","-99.000","0.500","-99.000","-99.000","-99.000","25.700","","25.300",""
"C0K410","2019-08-14 03:00:00","20.000","173.000","1.600","26.700","0.890","999.900","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","26.500",""
"C0R140","2019-08-14 03:00:00","740.000","303.000","1.000","21.900","1.000","936.500","-99.000","4.500","-99.000","-99.000","-99.000","23.500","","21.900",""
"C0V800","2019-08-14 03:00:00","256.000","0.000","0.200","24.300","0.940","973.800","-99.000","0.000","-99.000","-99.000","-99.000","24.400","","24.100",""
"C0S830","2019-08-14 03:00:00","288.000","46.000","1.700","26.500","0.870","971.100","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","26.000",""
"C0S920","2019-08-14 03:00:00","98.000","322.000","0.700","25.900","0.850","985.900","-99.000","0.000","7.000","335.000","","28.300","","25.900",""
"C0V640","2019-08-14 03:00:00","35.000","276.000","2.900","26.400","0.870","999.800","-99.000","4.000","-99.000","-99.000","-99.000","27.500","","26.400",""
"C0AH80","2019-08-14 03:00:00","68.000","66.000","0.500","24.700","0.950","994.300","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","24.700",""
"C0K250","2019-08-14 03:00:00","12.000","177.000","1.000","25.800","0.950","1001.700","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","25.500",""
"C0I410","2019-08-14 03:00:00","180.000","209.000","1.700","25.300","0.940","982.700","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","25.300",""
"C0M410","2019-08-14 03:00:00","245.000","344.000","1.000","23.500","1.000","973.000","-99.000","0.000","-99.000","-99.000","-99.000","23.900","","23.500",""
"C0F9Z0","2019-08-14 03:00:00","3193.000","108.000","0.500","9.700","0.780","693.200","-99.000","0.500","-99.000","-99.000","-99.000","10.700","","9.300",""
"C0G810","2019-08-14 03:00:00","26.000","214.000","1.300","28.000","0.860","998.500","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","27.800",""
"C0U650","2019-08-14 03:00:00","442.000","222.000","0.500","24.600","0.860","953.900","-99.000","0.000","-99.000","-99.000","-99.000","25.400","","24.500",""
"C0D660","2019-08-14 03:00:00","65.000","252.000","2.500","28.300","0.770","994.500","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","27.400",""
"C0E540","2019-08-14 03:00:00","32.000","224.000","1.800","27.600","0.820","998.500","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","27.200",""
"C0W170","2019-08-14 03:00:00","42.000","232.000","4.000","27.800","0.920","995.900","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","27.500",""
"C0Z150","2019-08-14 03:00:00","27.000","217.000","1.500","26.600","0.960","999.400","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","26.600",""
"C0S840","2019-08-14 03:00:00","22.000","273.000","1.200","27.600","0.810","1000.800","-99.000","0.500","-99.000","-99.000","-99.000","28.300","","26.100",""
"C0H9A0","2019-08-14 03:00:00","1595.000","251.000","0.700","17.100","0.990","840.500","-99.000","0.000","-99.000","-99.000","-99.000","17.200","","16.900",""
"C0Z300","2019-08-14 03:00:00","182.000","165.000","0.600","25.500","0.990","983.100","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","25.500",""
"C0G730","2019-08-14 03:00:00","27.000","182.000","1.200","26.700","0.950","1000.500","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","26.600",""
"C0V730","2019-08-14 03:00:00","33.000","139.000","0.900","26.100","0.990","1000.400","-99.000","1.000","-99.000","-99.000","-99.000","27.100","","26.000",""
"C0SA00","2019-08-14 03:00:00","466.000","291.000","1.800","23.100","0.950","950.200","-99.000","0.000","-99.000","-99.000","-99.000","23.500","","22.700",""
"C0S900","2019-08-14 03:00:00","27.000","261.000","3.400","28.700","0.840","1000.600","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","28.200",""
"C0C480","2019-08-14 03:00:00","105.000","0.000","0.000","27.200","0.780","990.200","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","27.200",""
"C0V720","2019-08-14 03:00:00","15.000","21.000","0.900","26.300","0.980","1002.000","-99.000","3.500","-99.000","-99.000","-99.000","28.100","","26.100",""
"C0UA60","2019-08-14 03:00:00","566.000","345.000","1.800","23.400","0.960","939.700","-99.000","0.000","-99.000","-99.000","-99.000","24.000","","23.400",""
"C0A980","2019-08-14 03:00:00","11.000","0.000","0.000","28.100","0.820","1001.200","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","28.000",""
"C0C670","2019-08-14 03:00:00","250.000","172.000","1.100","24.700","0.850","974.600","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","24.700",""
"C0K550","2019-08-14 03:00:00","15.000","212.000","1.100","26.500","0.940","1002.000","-99.000","0.500","-99.000","-99.000","-99.000","27.200","","26.500",""
"C0R350","2019-08-14 03:00:00","35.000","329.000","1.400","25.900","-99.000","998.100","-99.000","11.000","-99.000","-99.000","-99.000","27.100","","25.700",""
"C0T9F0","2019-08-14 03:00:00","251.000","355.000","0.400","25.500","0.910","973.900","-99.000","0.000","-99.000","-99.000","-99.000","26.300","","25.500",""
"C0D390","2019-08-14 03:00:00","146.000","0.000","0.000","23.900","0.910","984.400","-99.000","0.000","-99.000","-99.000","-99.000","24.800","","23.900",""
"C0E430","2019-08-14 03:00:00","258.000","0.000","0.200","22.700","0.940","976.600","-99.000","0.000","-99.000","-99.000","-99.000","23.800","","22.700",""
"C0A880","2019-08-14 03:00:00","6.000","0.000","0.000","24.700","0.930","999.600","-99.000","0.000","-99.000","-99.000","-99.000","24.700","","24.300",""
"C0I530","2019-08-14 03:00:00","3014.000","228.000","6.400","8.300","1.000","698.700","-99.000","0.000","-99.000","-99.000","-99.000","9.300","","7.800",""
"C0M670","2019-08-14 03:00:00","43.000","184.000","1.200","28.200","0.770","997.800","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","27.500",""
"C0Z061","2019-08-14 03:00:00","174.000","127.000","0.800","25.900","0.950","985.500","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","25.900",""
"C0M730","2019-08-14 03:00:00","40.000","0.000","0.000","26.300","0.990","998.200","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","26.300",""
"C0U750","2019-08-14 03:00:00","398.000","172.000","0.700","25.400","0.890","958.300","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","25.300",""
"C0A650","2019-08-14 03:00:00","287.000","0.000","0.000","23.000","0.990","970.500","-99.000","0.000","-99.000","-99.000","-99.000","23.700","","23.000",""
"C0K400","2019-08-14 03:00:00","65.000","150.000","0.700","26.500","0.980","996.400","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","26.300",""
"C0E790","2019-08-14 03:00:00","344.000","142.000","0.500","25.200","0.920","964.200","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","25.200",""
"C0R520","2019-08-14 03:00:00","18.000","53.000","1.000","25.100","0.980","1001.400","-99.000","33.500","-99.000","-99.000","-99.000","26.700","","25.100",""
"C0G880","2019-08-14 03:00:00","92.000","114.000","1.800","26.200","0.890","993.200","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","25.800",""
"C0X270","2019-08-14 03:00:00","33.000","137.000","0.600","25.800","1.000","1000.600","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","25.600",""
"C0R260","2019-08-14 03:00:00","76.000","70.000","0.300","25.300","0.990","994.600","-99.000","5.500","-99.000","-99.000","-99.000","26.200","","25.000",""
"C0U950","2019-08-14 03:00:00","1012.000","125.000","1.800","21.900","0.940","894.900","-99.000","0.000","-99.000","-99.000","-99.000","21.900","","21.300",""
"C0O860","2019-08-14 03:00:00","38.000","168.000","0.600","26.000","0.990","999.000","-99.000","2.000","-99.000","-99.000","-99.000","26.700","","26.000",""
"C0S980","2019-08-14 03:00:00","901.000","267.000","1.800","22.800","0.880","904.000","-99.000","0.000","7.700","259.000","","22.800","","22.200",""
"C0X110","2019-08-14 03:00:00","20.000","297.000","2.400","26.000","0.990","1001.700","-99.000","7.000","-99.000","-99.000","-99.000","27.300","","26.000",""
"C0V310","2019-08-14 03:00:00","46.000","98.000","1.500","24.900","1.000","998.000","-99.000","7.500","-99.000","-99.000","-99.000","25.700","","24.900",""
"C0G620","2019-08-14 03:00:00","110.000","196.000","0.700","25.800","0.940","991.100","-99.000","0.000","-99.000","-99.000","-99.000","26.300","","25.700",""
"C0AD50","2019-08-14 03:00:00","84.000","91.000","0.500","25.900","0.970","993.300","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","25.900",""
"C0A9A0","2019-08-14 03:00:00","24.000","282.000","1.000","29.100","0.770","999.500","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","29.100",""
"C0O830","2019-08-14 03:00:00","127.000","171.000","1.500","24.600","0.990","989.900","-99.000","5.000","-99.000","-99.000","-99.000","25.000","","24.500",""
"C0S760","2019-08-14 03:00:00","1621.000","4.000","0.300","18.200","0.950","833.400","-99.000","0.000","-99.000","-99.000","-99.000","18.500","","17.700",""
"C0X160","2019-08-14 03:00:00","26.000","197.000","0.900","26.000","0.970","1001.300","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.000",""
"C0C490","2019-08-14 03:00:00","157.000","168.000","0.900","27.200","0.760","984.400","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","26.600",""
"C0F970","2019-08-14 03:00:00","145.000","96.000","1.400","26.900","0.810","985.800","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","26.900",""
"C0M690","2019-08-14 03:00:00","33.000","0.000","0.000","26.500","0.870","998.700","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","26.100",""
"C0V690","2019-08-14 03:00:00","30.000","225.000","1.900","25.800","0.990","1000.800","-99.000","6.000","-99.000","-99.000","-99.000","27.900","","25.500",""
"C0Z210","2019-08-14 03:00:00","126.000","0.000","0.000","25.100","0.990","989.000","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","25.000",""
"C0U770","2019-08-14 03:00:00","5.000","341.000","3.200","25.900","0.860","1001.100","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","25.900",""
"C0Z080","2019-08-14 03:00:00","298.000","0.000","0.100","24.000","0.910","968.900","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","24.000",""
"C0G640","2019-08-14 03:00:00","17.000","154.000","0.300","27.200","0.860","1002.500","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","27.100",""
"C0X200","2019-08-14 03:00:00","61.000","0.000","0.200","25.100","0.990","997.000","-99.000","5.500","-99.000","-99.000","-99.000","25.100","","24.900",""
"C0U900","2019-08-14 03:00:00","63.000","119.000","0.400","26.000","0.990","996.000","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","26.000",""
"C0Z230","2019-08-14 03:00:00","31.000","281.000","2.700","27.800","0.760","999.200","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","27.700",""
"C0F9O0","2019-08-14 03:00:00","175.000","0.000","0.000","27.300","0.970","983.100","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","27.300",""
"C0C540","2019-08-14 03:00:00","46.000","201.000","1.000","26.400","0.860","996.800","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","26.400",""
"C0G770","2019-08-14 03:00:00","15.000","177.000","1.300","27.300","0.960","999.500","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","27.300",""
"C0V670","2019-08-14 03:00:00","20.000","343.000","1.100","26.200","0.900","1001.400","-99.000","4.000","-99.000","-99.000","-99.000","28.400","","25.500",""
"C0A870","2019-08-14 03:00:00","685.000","275.000","9.200","23.200","0.970","925.300","-99.000","0.000","16.500","283.000","","23.300","","23.000",""
"C0R220","2019-08-14 03:00:00","23.000","57.000","1.200","25.200","1.000","1001.300","-99.000","8.500","-99.000","-99.000","-99.000","27.100","","25.200",""
"C0Z220","2019-08-14 03:00:00","589.000","262.000","1.900","23.200","0.960","938.900","-99.000","0.000","-99.000","-99.000","-99.000","24.200","","23.200",""
"C0D560","2019-08-14 03:00:00","147.000","95.000","0.700","25.600","0.810","985.900","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","25.500",""
"C0I380","2019-08-14 03:00:00","258.000","0.000","0.000","25.100","0.990","973.900","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","25.000",""
"C0Z020","2019-08-14 03:00:00","211.000","276.000","1.200","25.000","0.990","977.900","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","25.000",""
"C0Z190","2019-08-14 03:00:00","62.000","305.000","1.200","28.800","0.760","994.600","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","28.000",""
"C0C710","2019-08-14 03:00:00","143.000","0.000","0.000","23.600","0.950","986.100","-99.000","0.000","-99.000","-99.000","-99.000","24.300","","23.500",""
